country,iso_code,date,total vaccinations,people vaccinated,people fully vaccinated,daily vaccinations,total vaccinations per_hundred,people vaccinated per_hundred,people fully vaccinated per_hundred,daily vaccinations per_million,vaccines,source name
Malaysia,MYS,14/06/2021,4740662,3315236,1425426,153012,14.46,10.11,4.35,4668,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,15/06/2021,4963334,3481807,1481527,162732,15.14,10.62,4.52,4965,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,16/06/2021,5177109,3687345,1489764,170855,15.8,11.25,4.55,5213,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,17/06/2021,5405836,3871746,1534090,180520,16.49,11.81,4.68,5508,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,18/06/2021,5591195,4024422,1566773,188926,17.06,12.28,4.78,5764,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,19/06/2021,5762518,4159509,1603009,193799,17.58,12.69,4.89,5913,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,20/06/2021,5908297,4281070,1627227,195813,18.03,13.06,4.96,5974,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,21/06/2021,6153226,4471339,1681887,201795,18.77,13.64,5.13,6157,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,22/06/2021,6412663,4669850,1742813,207047,19.57,14.25,5.32,6317,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,23/06/2021,6677213,4854426,1822787,214301,20.37,14.81,5.56,6538,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,24/06/2021,6954094,5036736,1917358,221180,21.22,15.37,5.85,6748,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,25/06/2021,7176040,5190536,1985504,226406,21.89,15.84,6.06,6908,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,26/06/2021,7373478,5331697,2041781,230137,22.5,16.27,6.23,7021,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,27/06/2021,7551064,5443215,2107849,234681,23.04,16.61,6.43,7160,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,28/06/2021,7760693,5609326,2151367,229638,23.68,17.11,6.56,7006,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,29/06/2021,8004303,5767615,2236688,227377,24.42,17.6,6.82,6937,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,30/06/2021,8274583,5941227,2333356,228196,25.25,18.13,7.12,6962,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,01/07/2021,8544412,6124615,2419797,227188,26.07,18.69,7.38,6931,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,02/07/2021,8784959,6294614,2490345,229846,26.8,19.2,7.6,7013,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,03/07/2021,9008583,6439246,2569337,233586,27.49,19.65,7.84,7127,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,04/07/2021,9223937,6574160,2649777,238982,28.14,20.06,8.08,7291,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,05/07/2021,9550792,6780518,2770274,255728,29.14,20.69,8.45,7802,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,06/07/2021,9905776,6997317,2908459,271639,30.22,21.35,8.87,8288,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,07/07/2021,10299944,7215899,3084045,289337,31.43,22.02,9.41,8828,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,08/07/2021,10688783,7445336,3243447,306339,32.61,22.72,9.9,9346,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,09/07/2021,11038230,7665619,3372611,321896,33.68,23.39,10.29,9821,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,10/07/2021,11373629,7885334,3488295,337864,34.7,24.06,10.64,10308,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,11/07/2021,11670333,8079603,3590730,349485,35.61,24.65,10.96,10663,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,12/07/2021,12103653,8350895,3752758,364694,36.93,25.48,11.45,11127,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,13/07/2021,12541529,8618408,3923121,376536,38.26,26.29,11.97,11488,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,14/07/2021,12998203,8912665,4085538,385466,39.66,27.19,12.46,11761,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,15/07/2021,13475600,9229914,4245686,398117,41.11,28.16,12.95,12147,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,16/07/2021,13892860,9513901,4378959,407804,42.39,29.03,13.36,12442,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,17/07/2021,14288018,9778194,4509824,416341,43.59,29.83,13.76,12703,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,18/07/2021,14643754,10030375,4613379,424774,44.68,30.6,14.08,12960,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,19/07/2021,15086106,10318532,4767574,426065,46.03,31.48,14.55,12999,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,20/07/2021,15397044,10526503,4870541,407931,46.98,32.12,14.86,12446,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,21/07/2021,15855267,10814730,5040537,408152,48.37,33,15.38,12453,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,22/07/2021,16374287,11157341,5216946,414098,49.96,34.04,15.92,12634,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,23/07/2021,16852426,11471189,5381237,422795,51.42,35,16.42,12899,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,24/07/2021,17285047,11766418,5518629,428147,52.74,35.9,16.84,13063,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,25/07/2021,17701823,12058310,5643513,436867,54.01,36.79,17.22,13329,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,26/07/2021,18239259,12400411,5838848,450450,55.65,37.83,17.81,13743,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,27/07/2021,18810801,12766371,6044430,487680,57.39,38.95,18.44,14879,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,28/07/2021,19392084,13140919,6251165,505260,59.17,40.09,19.07,15415,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,29/07/2021,19972203,13502975,6469228,513988,60.94,41.2,19.74,15682,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,30/07/2021,20506933,13834973,6671960,522072,62.57,42.21,20.36,15928,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,31/07/2021,21049664,14170722,6878942,537802,64.22,43.23,20.99,16408,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,01/08/2021,21544607,14480572,7064035,548969,65.73,44.18,21.55,16749,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,02/08/2021,22032370,14717187,7315183,541873,67.22,44.9,22.32,16533,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,03/08/2021,22535935,14970604,7565331,532162,68.76,45.68,23.08,16236,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,04/08/2021,23050458,15212703,7837755,522625,70.33,46.41,23.91,15945,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,05/08/2021,23588248,15447477,8140771,516578,71.97,47.13,24.84,15761,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,06/08/2021,24057094,15651115,8405979,507166,73.4,47.75,25.65,15474,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,07/08/2021,24506164,15853742,8652422,493786,74.77,48.37,26.4,15065,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,08/08/2021,24916159,16024517,8891642,481650,76.02,48.89,27.13,14695,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,09/08/2021,25400658,16226289,9174369,481184,77.5,49.51,27.99,14681,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,10/08/2021,25777158,16401760,9375398,463032,78.65,50.04,28.6,14127,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,11/08/2021,26294092,16644868,9649224,463376,80.22,50.78,29.44,14138,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,12/08/2021,26844332,16862034,9982298,465155,81.9,51.45,30.46,14192,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,13/08/2021,27338944,17045744,10293200,468836,83.41,52.01,31.4,14304,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,14/08/2021,27807293,17225128,10582165,471590,84.84,52.55,32.29,14388,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,15/08/2021,28244771,17381596,10863175,475516,86.17,53.03,33.14,14508,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,16/08/2021,28768487,17570797,11197690,481118,87.77,53.61,34.16,14679,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,17/08/2021,29315284,17768084,11547200,505447,89.44,54.21,35.23,15421,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,18/08/2021,29883403,17972455,11910948,512759,91.17,54.83,36.34,15644,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,19/08/2021,30428773,18167111,12261662,512063,92.84,55.43,37.41,15623,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,20/08/2021,30939330,18337433,12601897,514341,94.4,55.95,38.45,15693,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,21/08/2021,31437069,18510524,12926545,518539,95.91,56.48,39.44,15821,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,22/08/2021,31898569,18658486,13240083,521971,97.32,56.93,40.4,15925,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,23/08/2021,32314265,18818960,13495305,506540,98.59,57.42,41.17,15455,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,24/08/2021,32757509,18986628,13770881,491746,99.94,57.93,42.01,15003,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,25/08/2021,33204909,19160638,14044271,474501,101.31,58.46,42.85,14477,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,26/08/2021,33639760,19332236,14310158,458712,102.63,58.98,43.66,13995,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,27/08/2021,34011747,19489270,14526194,438917,103.77,59.46,44.32,13391,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,28/08/2021,34379656,19662296,14733615,420370,104.89,59.99,44.95,12825,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,29/08/2021,34707501,19822868,14909205,401276,105.89,60.48,45.49,12243,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,30/08/2021,35094877,20017232,15103228,397230,107.07,61.07,46.08,12119,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,31/08/2021,35379250,20146116,15259435,374534,107.94,61.47,46.56,11427,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,01/09/2021,35805387,20347709,15486965,371497,109.24,62.08,47.25,11334,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,02/09/2021,36204456,20545590,15692611,366385,110.46,62.68,47.88,11178,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,03/09/2021,36558699,20707328,15892687,363850,111.54,63.18,48.49,11101,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,04/09/2021,36888562,20861014,16077459,358415,112.55,63.65,49.05,10935,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,05/09/2021,37201443,21012452,16246043,356277,113.5,64.11,49.57,10870,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,06/09/2021,37540223,21152704,16443399,349335,114.54,64.54,50.17,10658,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,07/09/2021,37887515,21297284,16648161,358324,115.59,64.98,50.79,10932,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,08/09/2021,38234197,21435854,16857608,346973,116.65,65.4,51.43,10586,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,09/09/2021,38582713,21585707,17062634,339751,117.72,65.86,52.06,10366,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,10/09/2021,38894135,21711503,17256593,333634,118.67,66.24,52.65,10179,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,11/09/2021,39175316,21814652,17442819,326679,119.52,66.56,53.22,9967,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,12/09/2021,39420983,21902021,17605751,317077,120.27,66.82,53.72,9674,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,13/09/2021,39667083,21980189,17775606,303837,121.02,67.06,54.23,9270,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,14/09/2021,39929063,22063781,17961388,291650,121.82,67.32,54.8,8898,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,15/09/2021,40194720,22136574,18155061,280075,122.63,67.54,55.39,8545,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,16/09/2021,40407322,22203783,18303366,260658,123.28,67.74,55.84,7953,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,17/09/2021,40661159,22286561,18478286,252432,124.06,68,56.38,7702,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,18/09/2021,40909147,22368445,18649785,247690,124.81,68.25,56.9,7557,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,19/09/2021,41140354,22433840,18816696,245624,125.52,68.45,57.41,7494,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,20/09/2021,41444499,22534084,19022962,253917,126.45,68.75,58.04,7747,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,21/09/2021,41714916,22664014,19168354,255122,127.27,69.15,58.48,7784,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,22/09/2021,42047340,22793493,19377534,264660,128.29,69.54,59.12,8075,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,23/09/2021,42387363,22928419,19581072,282863,129.32,69.95,59.74,8630,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,24/09/2021,42671509,23048677,19745663,287193,130.19,70.32,60.24,8762,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,25/09/2021,42942437,23169300,19899244,290470,131.02,70.69,60.71,8862,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,26/09/2021,43219191,23289321,20057399,296977,131.86,71.06,61.2,9061,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,27/09/2021,43550651,23462745,20215407,300879,132.87,71.58,61.68,9180,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,28/09/2021,43888885,23637773,20382681,310567,133.9,72.12,62.19,9475,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,29/09/2021,44237486,23832421,20536925,312878,134.97,72.71,62.66,9546,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,30/09/2021,44575282,24007410,20705974,312560,136,73.25,63.17,9536,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,01/10/2021,44818569,24110392,20845682,306723,136.74,73.56,63.6,9358,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,02/10/2021,45036514,24203527,20972421,299154,137.41,73.84,63.99,9127,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,03/10/2021,45250709,24300986,21088936,290217,138.06,74.14,64.34,8855,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,04/10/2021,45481859,24431390,21191924,275887,138.76,74.54,64.66,8417,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,05/10/2021,45712083,24558049,21298239,260457,139.47,74.93,64.98,7947,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,06/10/2021,45926177,24674595,21398286,241242,140.12,75.28,65.29,7360,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,07/10/2021,46126713,24785210,21490395,221633,140.73,75.62,65.57,6762,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,08/10/2021,46305056,24859663,21594200,212355,141.28,75.85,65.88,6479,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,09/10/2021,46451695,24900244,21701251,202169,141.72,75.97,66.21,6168,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,10/10/2021,46584745,24932630,21802213,190577,142.13,76.07,66.52,5814,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,11/10/2021,46772413,24986778,21937277,184365,142.7,76.23,66.93,5625,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,12/10/2021,46983628,25044654,22092546,181649,143.35,76.41,67.4,5542,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,13/10/2021,47192905,25097583,22247947,180961,143.99,76.57,67.88,5521,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,14/10/2021,47401059,25140577,22412299,182049,144.62,76.7,68.38,5554,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,15/10/2021,47576300,25176857,22542131,181606,145.16,76.81,68.78,5541,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,16/10/2021,47704706,25191728,22651939,179002,145.55,76.86,69.11,5461,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,17/10/2021,47838886,25209488,22767241,179163,145.96,76.91,69.46,5466,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,18/10/2021,48046427,25241707,22934377,182002,146.59,77.01,69.97,5553,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,19/10/2021,48181111,25256763,23052952,171069,147,77.06,70.33,5219,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,20/10/2021,48437608,25286480,23265448,177815,147.78,77.15,70.98,5425,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Malaysia,MYS,21/10/2021,48673215,25318442,23451810,181737,148.5,77.25,71.55,5545,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Malaysia
Maldives,MDV,03/04/2021,245470,243749,1721,2191,45.15,44.84,0.32,4030,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,04/04/2021,250633,246896,3737,2637,46.1,45.42,0.69,4851,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,05/04/2021,256892,251139,5753,3288,47.26,46.2,1.06,6048,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,06/04/2021,263832,255881,7951,4021,48.53,47.07,1.46,7397,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,07/04/2021,270854,260285,10569,4734,49.82,47.88,1.94,8708,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,08/04/2021,280186,265235,14951,5630,51.54,48.79,2.75,10356,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,09/04/2021,282926,267795,15131,5971,52.04,49.26,2.78,10984,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,10/04/2021,283753,268459,15294,5469,52.2,49.38,2.81,10060,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,12/04/2021,299029,273660,25369,6020,55.01,50.34,4.67,11074,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,14/04/2021,303752,274782,28970,4700,55.88,50.55,5.33,8646,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,15/04/2021,312053,277522,34531,4552,57.4,51.05,6.35,8373,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,16/04/2021,313363,278069,35294,4348,57.64,51.15,6.49,7998,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,17/04/2021,319532,279302,40230,5111,58.78,51.38,7.4,9402,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,18/04/2021,327665,281848,45817,5182,60.27,51.85,8.43,9532,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,19/04/2021,335323,283973,51350,5185,61.68,52.24,9.45,9538,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,20/04/2021,342379,285562,56817,5856,62.98,52.53,10.45,10772,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,21/04/2021,349757,287171,62586,6572,64.34,52.83,11.51,12089,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,22/04/2021,358705,288903,69802,6665,65.98,53.14,12.84,12260,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,23/04/2021,360997,290014,70983,6805,66.41,53.35,13.06,12518,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
